Identity,Message_title,Message_body,Event_Captured_DT,PUSH_IMPRESSION,Notification_Clicked
16686,"Dear Customer,",Check your Flexi fund and access extra funds today!,2025-04-29T14:19:20.16Z,1,0
16687,"Dear Customer,",Check your Flexi fund and access extra funds today!,2025-04-29T14:19:20.16Z,1,0
16688,"Dear Customer,",Check your Flexi fund and access extra funds today!,2025-04-29T14:19:20.16Z,1,0
16689,"Dear Customer,",Check your Flexi fund and access extra funds today!,2025-04-29T14:19:20.16Z,1,0
16690,"Dear Customer,",Check your Flexi fund and access extra funds today!,2025-04-29T14:19:20.16Z,1,0
16691,"Dear Customer,",Check your Flexi fund and access extra funds today!,2025-04-29T14:19:20.16Z,1,0
16692,"Dear Customer,",Check your Flexi account to know your available limit and drawdown.,2025-04-28T18:09:19.608Z,1,0
16693,"Dear Customer,",Check your Flexi account to know your available limit and drawdown.,2025-04-28T18:09:19.608Z,1,0
16694,"Dear Customer,",Check your Flexi account to know your available limit and drawdown.,2025-04-28T18:09:19.608Z,1,0
16695,"Dear Customer,",Check your Flexi account to know your available limit and drawdown.,2025-04-28T18:09:19.608Z,1,0
16696,"Dear Customer,",Check your Flexi account to know your available limit and drawdown.,2025-04-28T18:09:19.608Z,1,0
16697,"Dear Customer,",Check your Flexi account to know your available limit and drawdown.,2025-04-28T18:09:19.608Z,1,0
16698,"Dear Customer,",Check your Flexi account to know your available limit and drawdown.,2025-04-28T18:09:19.608Z,1,0
16699,"Dear Customer,",Check your Flexi account to know your available limit and drawdown.,2025-04-28T18:09:19.608Z,1,0
16700,"Dear Customer,",Check your Flexi account to know your available limit and drawdown.,2025-04-28T18:09:19.608Z,1,0
16701,"Dear Customer,",Check your Flexi account to know your available limit and drawdown.,2025-04-28T18:09:19.608Z,1,0
16702,"Dear Customer,",Check your Flexi account to know your available limit and drawdown.,2025-04-28T18:09:19.608Z,1,0
16703,"Dear Customer,",Check your Flexi account to know your available limit and drawdown.,2025-04-28T18:09:19.608Z,1,0
16704,"Dear Customer,",Check your Flexi account to know your available limit and drawdown.,2025-04-28T18:09:19.608Z,1,0
16705,"Dear Customer,",Check your Flexi account to know your available limit and drawdown.,2025-04-28T18:09:19.608Z,1,0
16706,"Dear Customer,",Check your Flexi account to know your available limit and drawdown.,2025-04-28T18:09:19.608Z,1,0
16707,"Dear Customer,",Check your Flexi account to know your available limit and drawdown.,2025-04-28T18:09:19.608Z,1,0
16708,"Dear Customer,",Check your Flexi account to know your available limit and drawdown.,2025-04-28T18:09:19.608Z,1,0
16709,"Dear Customer,",Check your Flexi account to know your available limit and drawdown.,2025-04-28T18:09:19.608Z,1,0
16710,"Dear Customer,",Check your Flexi account to know your available limit and drawdown.,2025-04-28T18:09:19.608Z,1,0
16711,"Dear Customer,",Check your Flexi account to know your available limit and drawdown.,2025-04-28T18:09:19.608Z,1,0
16712,"Dear Customer,",Check your Flexi account to know your available limit and drawdown.,2025-04-28T18:09:19.608Z,1,0
16713,"Dear Customer,",Check your Flexi account to know your available limit and drawdown.,2025-04-28T18:09:19.608Z,1,0
16714,"Dear Customer,",Check your Flexi account to know your available limit and drawdown.,2025-04-28T18:09:19.608Z,1,0
16715,"Dear Customer,",Check your Flexi account to know your available limit and drawdown.,2025-04-28T18:09:19.608Z,1,0
16716,"Dear Customer,",Check your Flexi account to know your available limit and drawdown.,2025-04-28T18:09:19.608Z,1,0
16717,"Dear Customer,",Check your Flexi account to know your available limit and drawdown.,2025-04-28T18:09:19.608Z,1,0
16718,"Dear Customer,",Check your Flexi account to know your available limit and drawdown.,2025-04-28T18:09:19.608Z,1,0
16719,"Dear Customer,",Check your Flexi account to know your available limit and drawdown.,2025-04-28T18:09:19.608Z,1,0
16720,"Dear Customer,",Check your Flexi account to know your available limit and drawdown.,2025-04-28T18:09:19.608Z,1,0
16721,"Dear Customer,",Check your Flexi account to know your available limit and drawdown.,2025-04-28T18:09:19.608Z,1,0
16722,"Dear Customer,",Check your Flexi account to know your available limit and drawdown.,2025-04-28T18:09:19.608Z,1,0
16723,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:10.892Z,1,0
16724,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:10.892Z,1,0
16725,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:10.892Z,1,0
16726,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:10.892Z,1,0
16727,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:10.892Z,1,0
16728,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:10.892Z,1,0
16729,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:10.892Z,1,0
16730,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:10.892Z,1,0
16731,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:10.892Z,1,0
16732,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:10.892Z,1,0
16733,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:10.892Z,1,0
16734,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:10.892Z,1,0
16735,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:10.892Z,1,0
16736,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:10.892Z,1,0
16737,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:10.892Z,1,0
16738,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:10.892Z,1,0
16739,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:10.892Z,1,0
16740,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:10.892Z,1,0
16741,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:10.892Z,1,0
16742,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:10.892Z,1,0
16743,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:10.892Z,1,0
16744,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:10.892Z,1,0
16745,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:10.892Z,1,0
16746,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:10.892Z,1,0
16747,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:10.892Z,1,0
16748,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:10.892Z,1,0
16749,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:10.892Z,1,0
16750,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:10.892Z,1,0
16751,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:10.892Z,1,0
16752,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:10.892Z,1,0
16753,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:10.892Z,1,0
16754,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:45.485Z,1,0
16755,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:45.485Z,1,0
16756,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:45.485Z,1,0
16757,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:45.485Z,1,0
16758,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:45.485Z,1,0
16759,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:45.485Z,1,0
16760,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:45.485Z,1,0
16761,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:45.485Z,1,0
16762,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:45.485Z,1,0
16763,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:45.485Z,1,0
16764,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:45.485Z,1,0
16765,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:45.485Z,1,0
16766,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:45.485Z,1,0
16767,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:45.485Z,1,0
16768,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:45.485Z,1,0
16769,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:45.485Z,1,0
16770,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:45.485Z,1,0
16771,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:45.485Z,1,0
16772,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:45.485Z,1,0
16773,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:45.485Z,1,0
16774,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:45.485Z,1,0
16775,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:45.485Z,1,0
16776,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:45.485Z,1,0
16777,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:45.485Z,1,0
16778,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:45.485Z,1,0
16779,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:45.485Z,1,0
16780,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:45.485Z,1,0
16781,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:45.485Z,1,0
16782,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:45.485Z,1,0
16783,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:45.485Z,1,0
16784,"Dear Customer,",Check your available fund and use it as per your requirement. Check Now!,2025-05-09T18:54:45.485Z,1,0
16785,"Dear Customer,",Check your Flexi account for available funds.,2025-04-25T14:40:31.548Z,1,0
16786,"Dear Customer,",Check your Flexi account for available funds.,2025-04-25T14:40:31.548Z,1,0
16787,"Dear Customer,",Check your Flexi account for available funds.,2025-04-25T14:40:31.548Z,1,0
16788,"Dear Customer,",Check your Flexi account for available funds.,2025-04-25T14:40:31.548Z,1,0
16789,"Dear Customer,",Check your Flexi account for available funds.,2025-04-25T14:40:31.548Z,1,0
16790,"Dear Customer,",Check your Flexi account for available funds.,2025-04-25T14:40:31.548Z,1,0
16791,"Dear Customer,",Check your Flexi account for available funds.,2025-04-25T14:40:31.548Z,1,0
16792,"Dear Customer,",Check your Flexi account for available funds.,2025-04-25T14:40:31.548Z,1,0
16793,"Dear Customer,",Check your Flexi account for available funds.,2025-04-25T14:40:31.548Z,1,0
16794,"Dear Customer,",Check your Flexi account for available funds.,2025-04-25T14:40:31.548Z,1,0
16795,"Dear Customer,",Check your Flexi account for available funds.,2025-04-25T14:40:31.548Z,1,0
16796,"Dear Customer,",Check your Flexi account for available funds.,2025-04-25T14:40:31.548Z,1,0
16797,"Dear Customer,",Check your Flexi account for available funds.,2025-04-25T14:40:31.548Z,1,0
16798,"Dear Customer,",Check your Flexi account for available funds.,2025-04-25T14:40:31.548Z,1,0
16799,"Dear Customer,",Check your Flexi account for available funds.,2025-04-25T14:40:31.548Z,1,0
16800,"Dear Customer,",Check your Flexi account for available funds.,2025-04-25T14:40:31.548Z,1,0
16801,"Dear Customer,",Check your Flexi account for available funds.,2025-04-25T14:40:31.548Z,1,0
16802,"Dear Customer,",Check your Flexi account for available funds.,2025-04-25T14:40:31.548Z,1,0
16803,"Dear Customer,",Check your Flexi account for available funds.,2025-04-25T14:40:31.548Z,1,0
16804,"Dear Customer,",Check your Flexi account for available funds.,2025-04-25T14:40:31.548Z,1,0
16805,"Dear Customer,",Check your Flexi account for available funds.,2025-04-25T14:40:31.548Z,1,0
16806,"Dear Customer,",Check your Flexi account for available funds.,2025-04-25T14:40:31.548Z,1,0
16807,"Dear Customer,",Check your Flexi account for available funds.,2025-04-25T14:40:31.548Z,1,0
16808,"Dear Customer,",Check your Flexi account for available funds.,2025-04-25T14:40:31.548Z,1,0
16809,"Dear Customer,",Check your Flexi account for available funds.,2025-04-25T14:40:31.548Z,1,0
16810,"Dear Customer,",Check your Flexi account for available funds.,2025-04-25T14:40:31.548Z,1,0
16811,"Dear Customer,",Check your Flexi account for available funds.,2025-04-25T14:40:31.548Z,1,0
16812,"Dear Customer,",Check your Flexi account for available funds.,2025-04-25T14:40:31.548Z,1,0
16813,"Dear Customer,",Check your Flexi account for available funds.,2025-04-25T14:40:31.548Z,1,0
16814,"Dear Customer,",Check your Flexi account for available funds.,2025-04-25T14:40:31.548Z,1,0
16815,"Dear Customer,",Check your Flexi account for available funds.,2025-04-25T14:40:31.548Z,1,0
16816,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:12.283Z,1,0
16817,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:12.283Z,1,0
16818,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:12.283Z,1,0
16819,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:12.283Z,1,0
16820,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:12.283Z,1,0
16821,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:12.283Z,1,0
16822,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:12.283Z,1,0
16823,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:12.283Z,1,0
16824,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:12.283Z,1,0
16825,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:12.283Z,1,0
16826,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:12.283Z,1,0
16827,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:12.283Z,1,0
16828,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:12.283Z,1,0
16829,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:12.283Z,1,0
16830,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:12.283Z,1,0
16831,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:12.283Z,1,0
16832,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:12.283Z,1,0
16833,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:12.283Z,1,0
16834,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:12.283Z,1,0
16835,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:12.283Z,1,0
16836,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:12.283Z,1,0
16837,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:12.283Z,1,0
16838,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:12.283Z,1,0
16839,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:12.283Z,1,0
16840,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:12.283Z,1,0
16841,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:12.283Z,1,0
16842,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:12.283Z,1,0
16843,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:12.283Z,1,0
16844,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:12.283Z,1,0
16845,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:12.283Z,1,0
16846,"Hi Customer,",Say goodbye to tax-time stress. Check your available funds and pay your taxes in advance with ease!,2025-04-16T14:53:12.283Z,1,0
16847,"Dear Customer,",Check your available fund and use it as per your requirement.,2025-04-22T13:53:59.967Z,1,0
16848,"Dear Customer,",Check your available fund and use it as per your requirement.,2025-04-22T13:53:59.967Z,1,0
16849,"Dear Customer,",Check your available fund and use it as per your requirement.,2025-04-22T13:53:59.967Z,1,0
16850,"Dear Customer,",Check your available fund and use it as per your requirement.,2025-04-22T13:53:59.967Z,1,0
16851,"Dear Customer,",Check your available fund and use it as per your requirement.,2025-04-22T13:53:59.967Z,1,0
16852,"Dear Customer,",Check your available fund and use it as per your requirement.,2025-04-22T13:53:59.967Z,1,0
16853,"Dear Customer,",Check your available fund and use it as per your requirement.,2025-04-22T13:53:59.967Z,1,0
16854,"Dear Customer,",Check your available fund and use it as per your requirement.,2025-04-22T13:53:59.967Z,1,0
16855,"Dear Customer,",Check your available fund and use it as per your requirement.,2025-04-22T13:53:59.967Z,1,0
16856,"Dear Customer,",Check your available fund and use it as per your requirement.,2025-04-22T13:53:59.967Z,1,0
16857,"Dear Customer,",Check your available fund and use it as per your requirement.,2025-04-22T13:53:59.967Z,1,0
16858,"Dear Customer,",Check your available fund and use it as per your requirement.,2025-04-22T13:53:59.967Z,1,0
16859,"Dear Customer,",Check your available fund and use it as per your requirement.,2025-04-22T13:53:59.967Z,1,0
16860,"Dear Customer,",Check your available fund and use it as per your requirement.,2025-04-22T13:53:59.967Z,1,0
16861,"Dear Customer,",Check your available fund and use it as per your requirement.,2025-04-22T13:53:59.967Z,1,0
16862,"Dear Customer,",Check your available fund and use it as per your requirement.,2025-04-22T13:53:59.967Z,1,0
16863,"Dear Customer,",Check your available fund and use it as per your requirement.,2025-04-22T13:53:59.967Z,1,0
16864,"Dear Customer,",Check your available fund and use it as per your requirement.,2025-04-22T13:53:59.967Z,1,0
16865,"Dear Customer,",Check your available fund and use it as per your requirement.,2025-04-22T13:53:59.967Z,1,0
16866,"Dear Customer,",Check your available fund and use it as per your requirement.,2025-04-22T13:53:59.967Z,1,0
16867,"Dear Customer,",Check your available fund and use it as per your requirement.,2025-04-22T13:53:59.967Z,1,0
16868,"Dear Customer,",Check your available fund and use it as per your requirement.,2025-04-22T13:53:59.967Z,1,0
16869,"Dear Customer,",Check your available fund and use it as per your requirement.,2025-04-22T13:53:59.967Z,1,0
16870,"Dear Customer,",Check your available fund and use it as per your requirement.,2025-04-22T13:53:59.967Z,1,0
16871,"Dear Customer,",Check your available fund and use it as per your requirement.,2025-04-22T13:53:59.967Z,1,0
16872,"Dear Customer,",Check your available fund and use it as per your requirement.,2025-04-22T13:53:59.967Z,1,0
16873,"Dear Customer,",Check your available fund and use it as per your requirement.,2025-04-22T13:53:59.967Z,1,0
16874,"Dear Customer,",Check your available fund and use it as per your requirement.,2025-04-22T13:53:59.967Z,1,0
16875,"Dear Customer,",Check your available fund and use it as per your requirement.,2025-04-22T13:53:59.967Z,1,0
16876,"Dear Customer,",Check your available fund and use it as per your requirement.,2025-04-22T13:53:59.967Z,1,0
16877,"Dear Customer,",Check your available fund and use it as per your requirement.,2025-04-22T13:53:59.967Z,1,0
16878,"Dear Customer,",Expense increased with income? Flexi is here to help you. Check your available limit and manage your expenses with Flexi.,2025-04-30T17:39:48.171Z,1,0
16879,"Dear Customer,",Expense increased with income? Flexi is here to help you. Check your available limit and manage your expenses with Flexi.,2025-04-30T17:39:48.171Z,1,0
16880,"Dear Customer,",Expense increased with income? Flexi is here to help you. Check your available limit and manage your expenses with Flexi.,2025-04-30T17:39:48.171Z,1,0
16881,"Dear Customer,",Expense increased with income? Flexi is here to help you. Check your available limit and manage your expenses with Flexi.,2025-04-30T17:39:48.171Z,1,0
16882,"Dear Customer,",Expense increased with income? Flexi is here to help you. Check your available limit and manage your expenses with Flexi.,2025-04-30T17:39:48.171Z,1,0
16883,"Dear Customer,",Expense increased with income? Flexi is here to help you. Check your available limit and manage your expenses with Flexi.,2025-04-30T17:39:48.171Z,1,0
16884,"Dear Customer,",Expense increased with income? Flexi is here to help you. Check your available limit and manage your expenses with Flexi.,2025-04-30T17:39:48.171Z,1,0
16885,"Dear Customer,",Expense increased with income? Flexi is here to help you. Check your available limit and manage your expenses with Flexi.,2025-04-30T17:39:48.171Z,1,0
16886,"Dear Customer,",Expense increased with income? Flexi is here to help you. Check your available limit and manage your expenses with Flexi.,2025-04-30T17:39:48.171Z,1,0
16887,"Dear Customer,",Expense increased with income? Flexi is here to help you. Check your available limit and manage your expenses with Flexi.,2025-04-30T17:39:48.171Z,1,0
16888,"Dear Customer,",Expense increased with income? Flexi is here to help you. Check your available limit and manage your expenses with Flexi.,2025-04-30T17:39:48.171Z,1,0
16889,"Dear Customer,",Expense increased with income? Flexi is here to help you. Check your available limit and manage your expenses with Flexi.,2025-04-30T17:39:48.171Z,1,0
16890,"Dear Customer,",Expense increased with income? Flexi is here to help you. Check your available limit and manage your expenses with Flexi.,2025-04-30T17:39:48.171Z,1,0
16891,"Dear Customer,",Expense increased with income? Flexi is here to help you. Check your available limit and manage your expenses with Flexi.,2025-04-30T17:39:48.171Z,1,0
16892,"Dear Customer,",Expense increased with income? Flexi is here to help you. Check your available limit and manage your expenses with Flexi.,2025-04-30T17:39:48.171Z,1,0
16893,"Dear Customer,",Expense increased with income? Flexi is here to help you. Check your available limit and manage your expenses with Flexi.,2025-04-30T17:39:48.171Z,1,0
16894,"Dear Customer,",Expense increased with income? Flexi is here to help you. Check your available limit and manage your expenses with Flexi.,2025-04-30T17:39:48.171Z,1,0
16895,"Dear Customer,",Expense increased with income? Flexi is here to help you. Check your available limit and manage your expenses with Flexi.,2025-04-30T17:39:48.171Z,1,0
16896,"Dear Customer,",Expense increased with income? Flexi is here to help you. Check your available limit and manage your expenses with Flexi.,2025-04-30T17:39:48.171Z,1,0
16897,"Dear Customer,",Expense increased with income? Flexi is here to help you. Check your available limit and manage your expenses with Flexi.,2025-04-30T17:39:48.171Z,1,0
16898,"Dear Customer,",Expense increased with income? Flexi is here to help you. Check your available limit and manage your expenses with Flexi.,2025-04-30T17:39:48.171Z,1,0
16899,"Dear Customer,",Expense increased with income? Flexi is here to help you. Check your available limit and manage your expenses with Flexi.,2025-04-30T17:39:48.171Z,1,0
16900,"Dear Customer,",Expense increased with income? Flexi is here to help you. Check your available limit and manage your expenses with Flexi.,2025-04-30T17:39:48.171Z,1,0
16901,"Dear Customer,",Expense increased with income? Flexi is here to help you. Check your available limit and manage your expenses with Flexi.,2025-04-30T17:39:48.171Z,1,0
16902,"Dear Customer,",Expense increased with income? Flexi is here to help you. Check your available limit and manage your expenses with Flexi.,2025-04-30T17:39:48.171Z,1,0
16903,"Dear Customer,",Expense increased with income? Flexi is here to help you. Check your available limit and manage your expenses with Flexi.,2025-04-30T17:39:48.171Z,1,0
16904,"Dear Customer,",Expense increased with income? Flexi is here to help you. Check your available limit and manage your expenses with Flexi.,2025-04-30T17:39:48.171Z,1,0
16905,"Dear Customer,",Expense increased with income? Flexi is here to help you. Check your available limit and manage your expenses with Flexi.,2025-04-30T17:39:48.171Z,1,0
16906,"Dear Customer,",Expense increased with income? Flexi is here to help you. Check your available limit and manage your expenses with Flexi.,2025-04-30T17:39:48.171Z,1,0
16907,"Dear Customer,",Expense increased with income? Flexi is here to help you. Check your available limit and manage your expenses with Flexi.,2025-04-30T17:39:48.171Z,1,0
16908,"Dear Customer,",Expense increased with income? Flexi is here to help you. Check your available limit and manage your expenses with Flexi.,2025-04-30T17:39:48.171Z,1,0
16909,"Dear Customer,",Check your Flexi account for your available limit.,2025-04-23T15:01:57.847Z,1,0
16910,"Dear Customer,",Check your Flexi account for your available limit.,2025-04-23T15:01:57.847Z,1,0
16911,"Dear Customer,",Check your Flexi account for your available limit.,2025-04-23T15:01:57.847Z,1,0
16912,"Dear Customer,",Check your Flexi account for your available limit.,2025-04-23T15:01:57.847Z,1,0
16913,"Dear Customer,",Check your Flexi account for your available limit.,2025-04-23T15:01:57.847Z,1,0
16914,"Dear Customer,",Check your Flexi account for your available limit.,2025-04-23T15:01:57.847Z,1,0
16915,"Dear Customer,",Check your Flexi account for your available limit.,2025-04-23T15:01:57.847Z,1,0
16916,"Dear Customer,",Check your Flexi account for your available limit.,2025-04-23T15:01:57.847Z,1,0
16917,"Dear Customer,",Check your Flexi account for your available limit.,2025-04-23T15:01:57.847Z,1,0
16918,"Dear Customer,",Check your Flexi account for your available limit.,2025-04-23T15:01:57.847Z,1,0
16919,"Dear Customer,",Check your Flexi account for your available limit.,2025-04-23T15:01:57.847Z,1,0
16920,"Dear Customer,",Check your Flexi account for your available limit.,2025-04-23T15:01:57.847Z,1,0
16921,"Dear Customer,",Check your Flexi account for your available limit.,2025-04-23T15:01:57.847Z,1,0
16922,"Dear Customer,",Check your Flexi account for your available limit.,2025-04-23T15:01:57.847Z,1,0
16923,"Dear Customer,",Check your Flexi account for your available limit.,2025-04-23T15:01:57.847Z,1,0
16924,"Dear Customer,",Check your Flexi account for your available limit.,2025-04-23T15:01:57.847Z,1,0
16925,"Dear Customer,",Check your Flexi account for your available limit.,2025-04-23T15:01:57.847Z,1,0
