Identity,Message_title,Message_body,Event_Captured_DT,PUSH_IMPRESSION,Notification_Clicked,Bussiness
16134,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:45:52.413Z,1,0,FD
16135,Consent Required!,"Tap to provide your consent for KYC, CIBIL check, E-mandate registration and Account Aggregator to process your Personal Loan request. Click to download our app.",2025-04-27T17:20:04.067Z,1,0,LI
16136,💳 Check Your EMI Card Limit!,📲 अभी जानें अपने EMI कार्ड की लिमिट और करें बेझिझक ख़रीदारी!,2025-04-19T19:08:24.232Z,1,0,PL
16137,💰 How much EMI can you afford?,Use our EMI Calculator to plan your loan smartly and stress-free!,2025-05-10T12:50:22.694Z,1,0,FD
16138,💰 How much EMI can you afford?,Use our EMI Calculator to plan your loan smartly and stress-free!,2025-05-10T12:50:22.102Z,1,0,LI
16139,💰 How much EMI can you afford?,Use our EMI Calculator to plan your loan smartly and stress-free!,2025-05-10T12:52:31.308Z,1,0,PL
16140,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:41:30.664Z,1,0,FD
16141,Consent Required!,"Tap to provide your consent for KYC, CIBIL check, E-mandate registration and Account Aggregator to process your Personal Loan request. Click to download our app.",2025-04-20T18:31:40.75Z,1,0,LI
16142,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-27T17:11:52.922Z,1,0,PL
16143,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-27T17:14:59.452Z,1,0,FD
16144,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-27T17:08:36.176Z,1,0,LI
16145,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-27T17:21:13.851Z,1,0,PL
16146,Loan Update!,"Click to accept Loan terms document updated in My Orders section. Please note that the commercials in loan terms document are final and will supersede any verbal/written commitments. For query, connect our executive at store.",2025-04-27T17:18:02.129Z,1,0,FD
16147,💼 Understand Your Charges Better!,📲 सभी फीस और चार्जेस को एक क्लिक में जानें!,2025-04-27T18:26:58.543Z,1,0,LI
16148,UPI Alert!,Now use your mobile number to receive money from anyone using any UPI app and get exciting rewards. Setup now.,2025-05-05T10:14:34.301Z,1,0,PL
16149,🛑Don’t let small issues stop you!,"💬 Tap Help & Support for instant solutions.
🕒 कभी भी, कहीं भी – हम आपकी मदद के लिए तैयार हैं!",2025-04-25T13:08:18.323Z,1,0,FD
16150,💰 How much EMI can you afford?,Use our EMI Calculator to plan your loan smartly and stress-free!,2025-05-10T12:52:13.104Z,1,0,LI
16151,😬 EMI Missed? No worries – pay now in 1 tap.,"EMI चूक गया? कोई बात नहीं – अभी भुगतान करें। 💳
Ignore if already paid.",2025-05-05T18:04:26.651Z,1,0,PL
16152,😬 EMI Missed? No worries – pay now in 1 tap.,"EMI चूक गया? कोई बात नहीं – अभी भुगतान करें। 💳
Ignore if already paid.",2025-05-05T17:39:37.632Z,1,0,FD
16153,📱 Bills & Recharge – Quick & Easy!,"💡 अब अपने बिल्स और रिचार्ज करें तुरंत, कहीं भी, कभी भी!",2025-04-21T18:58:42.513Z,1,0,LI
16154,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:40:47.14Z,1,0,PL
16155,🚨 KYC Scam Alert!,"Update KYC via official apps/websites. Don’t click unknown links.
Your data = Your responsibility.",2025-05-10T19:02:27.461Z,1,0,FD
16156,😁Unlock Your Bajaj Prime Advantage!,📲बजाज प्राइम के लाभ अनलॉक करें - बस एक क्लिक में!✨,2025-04-17T09:51:45.735Z,1,0,LI
16157,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-12T20:23:27.733Z,1,0,PL
16158,Consent Required!,"Tap to provide your consent for KYC, CIBIL check, E-mandate registration and Account Aggregator to process your Personal Loan request. Click to download our app.",2025-05-04T08:19:02.26Z,1,0,FD
16159,📱 Bills & Recharge – Quick & Easy!,"💡 अब अपने बिल्स और रिचार्ज करें तुरंत, कहीं भी, कभी भी!",2025-04-20T11:16:18.058Z,1,0,LI
16160,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T16:26:44.251Z,1,0,PL
16161,🔄 Ensure Smooth Communication – Keep Profile Updated,🏠 कृपया सुनिश्चित करें कि आपका रेजिडेंशियल एड्रेस सही है!,2025-04-22T18:48:29.691Z,1,0,FD
16162,🔄 Ensure Smooth Communication – Keep Profile Updated,🏠 कृपया सुनिश्चित करें कि आपका रेजिडेंशियल एड्रेस सही है!,2025-04-22T18:48:25.67Z,1,0,LI
16163,Skip Waiting at a branch,Advance EMI at your finger tip!,2025-04-25T21:27:25.554Z,1,0,PL
16164,Loan Update!,We regret to inform you that we are unable to process your loan request in line with our policy. TAP to explore our App.,2025-04-28T08:01:36.023Z,1,0,FD
16165,Update!,"Your registered email id is successfully updated. For any query, click here.",2025-04-20T13:02:14.958Z,1,0,LI
16166,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-04-28T18:42:20.021Z,1,0,PL
16167,Card Update!,You already have an EMI Network Card. Shop at easy EMIs using registered mobile no. Click to view your card.,2025-04-27T16:33:35.583Z,1,0,FD
16168,🎯 Credit Score Matters!,📲 जानिए आपका स्कोर और कैसे कर सकते हैं सुधार!,2025-04-29T20:19:13.86Z,1,0,LI
16169,Do not pay on personal a/cs ⚠,Dear RATNESH SITARAM Do not transfer any payment to our associate/employee on personal account/wallet. BFL will not be responsible for any loss suffered.,2025-05-12T17:43:02.81Z,1,0,PL
16170,Do not pay on personal a/cs ⚠,Dear RATNESH SITARAM Do not transfer any payment to our associate/employee on personal account/wallet. BFL will not be responsible for any loss suffered.,2025-05-12T17:43:02.81Z,1,0,FD
16171,Update!,"Your registered email id is successfully updated. For any query, click here.",2025-05-14T22:09:30.697Z,1,0,LI
16172,🔄 Ensure Smooth Communication – Keep Profile Updated,🏠 कृपया सुनिश्चित करें कि आपका रेजिडेंशियल एड्रेस सही है!,2025-04-22T18:43:56.574Z,1,0,PL
16173,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T16:42:31.969Z,1,0,FD
16174,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T16:42:32.219Z,1,0,LI
16175,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T16:42:31.94Z,1,0,PL
16176,📱 Bills & Recharge – Quick & Easy!,"💡 अब अपने बिल्स और रिचार्ज करें तुरंत, कहीं भी, कभी भी!",2025-04-21T18:53:59.304Z,1,0,FD
16177,😁Unlock Your Bajaj Prime Advantage!,📲बजाज प्राइम के लाभ अनलॉक करें - बस एक क्लिक में!✨,2025-04-17T09:57:19.693Z,1,0,LI
16178,😁Unlock Your Bajaj Prime Advantage!,📲बजाज प्राइम के लाभ अनलॉक करें - बस एक क्लिक में!✨,2025-04-17T09:57:23.304Z,1,0,PL
16179,🚨 KYC Scam Alert!,"Update KYC via official apps/websites. Don’t click unknown links.
Your data = Your responsibility.",2025-05-10T19:03:40.146Z,1,0,FD
16180,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T15:42:42.215Z,1,0,LI
16181,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T15:42:42.652Z,1,0,PL
16182,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T15:42:41.402Z,1,0,FD
16183,😁Unlock Your Bajaj Prime Advantage!,📲बजाज प्राइम के लाभ अनलॉक करें - बस एक क्लिक में!✨,2025-04-17T09:49:34.092Z,1,0,LI
16184,Skip Waiting at a branch,Advance EMI at your finger tip!,2025-04-25T21:04:30.766Z,1,0,PL
16185,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-04-29T14:38:57.141Z,1,0,FD
16186,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-04-29T14:38:49.891Z,1,0,LI
16187,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-04-21T19:07:56.167Z,1,0,PL
16188,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:47:42.342Z,1,0,FD
16189,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:47:42.123Z,1,0,LI
16190,Skip Waiting at a branch,Advance EMI at your finger tip!,2025-04-25T21:16:01.993Z,1,0,PL
16191,🛑Don’t let small issues stop you!,"💬 Tap Help & Support for instant solutions.
🕒 कभी भी, कहीं भी – हम आपकी मदद के लिए तैयार हैं!",2025-04-25T13:07:39.452Z,1,0,FD
16192,🛑Don’t let small issues stop you!,"💬 Tap Help & Support for instant solutions.
🕒 कभी भी, कहीं भी – हम आपकी मदद के लिए तैयार हैं!",2025-04-25T13:07:34.65Z,1,0,LI
16193,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-12T20:26:14.822Z,1,0,PL
16194,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-12T20:26:21.01Z,1,0,FD
16195,🔄 Ensure Smooth Communication – Keep Profile Updated,🏠 कृपया सुनिश्चित करें कि आपका रेजिडेंशियल एड्रेस सही है!,2025-04-22T18:44:53.917Z,1,0,LI
16196,Update!,"Your registered email id is successfully updated. For any query, click here.",2025-04-25T15:36:32.276Z,1,0,PL
16197,🔄 Ensure Smooth Communication – Keep Profile Updated,🏠 कृपया सुनिश्चित करें कि आपका रेजिडेंशियल एड्रेस सही है!,2025-04-22T18:49:36.811Z,1,0,FD
16198,Attention! Loan Closed!✅,"Your loan a/c availed is closed. To download the No Dues Certificate (NDC), please tap here.",2025-04-29T19:13:37.966Z,1,0,LI
16199,Card Update!,You already have an EMI Network Card. Shop at easy EMIs using registered mobile no. Click to view your card.,2025-05-05T19:42:46.856Z,1,0,PL
16200,Card Update!,You already have an EMI Network Card. Shop at easy EMIs using registered mobile no. Click to view your card.,2025-05-05T19:51:13.85Z,1,0,FD
16201,🛍️That shopping deal might be a scam.,Use your EMI Card only on trusted websites with secure payment gateways.,2025-04-30T11:06:54.224Z,1,0,LI
16202,"🔓 Dues Cleared, Unlock Your NDC!",📲 अब अपना No Dues Certificate आसानी से प्राप्त करें!,2025-05-05T13:52:14.254Z,1,0,PL
16203,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-12T20:27:11.886Z,1,0,FD
16204,🛍️That shopping deal might be a scam.,Use your EMI Card only on trusted websites with secure payment gateways.,2025-04-30T11:06:50.127Z,1,0,LI
16205,Welcome!,"You can easily view your product information in just a single click.
Tap to know more about your recent purchased Insurance & VAS related benefits.",2025-04-23T14:55:32.593Z,1,0,PL
16206,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:52:56.674Z,1,0,FD
16207,Welcome!,"You can easily view your product information in just a single click.
Tap to know more about your recent purchased Insurance & VAS related benefits.",2025-04-26T19:07:25.701Z,1,0,LI
16208,😬 EMI Missed? No worries – pay now in 1 tap.,"EMI चूक गया? कोई बात नहीं – अभी भुगतान करें। 💳
Ignore if already paid.",2025-05-05T18:08:43.228Z,1,0,PL
16209,😬 EMI Missed? No worries – pay now in 1 tap.,"EMI चूक गया? कोई बात नहीं – अभी भुगतान करें। 💳
Ignore if already paid.",2025-05-05T18:08:42.899Z,1,0,FD
16210,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:44:16.396Z,1,0,LI
16211,😬 EMI Missed? No worries – pay now in 1 tap.,"EMI चूक गया? कोई बात नहीं – अभी भुगतान करें। 💳
Ignore if already paid.",2025-05-05T17:52:39.499Z,1,0,PL
16212,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:47:36.871Z,1,0,FD
16213,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T16:57:23.044Z,1,0,LI
16214,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T16:57:24.646Z,1,0,PL
16215,Welcome!,"You can easily view your product information in just a single click.
Tap to know more about your recent purchased Insurance & VAS related benefits.",2025-04-26T19:08:24.131Z,1,0,FD
16216,🛑Don’t let small issues stop you!,"💬 Tap Help & Support for instant solutions.
🕒 कभी भी, कहीं भी – हम आपकी मदद के लिए तैयार हैं!",2025-04-25T13:13:29.056Z,1,0,LI
16217,Card Update!,Your Digital EMI Network Card will be activated on date communicated on registered mobile number. Click o view your card.,2025-05-10T11:53:51.698Z,1,0,PL
16218,🔄 Ensure Smooth Communication – Keep Profile Updated,🏠 कृपया सुनिश्चित करें कि आपका रेजिडेंशियल एड्रेस सही है!,2025-04-22T18:53:16.013Z,1,0,FD
16219,Skip Waiting at a branch,Advance EMI at your finger tip!,2025-04-25T21:28:22.079Z,1,0,LI
16220,UPI Alert!,Now use your mobile number to receive money from anyone using any UPI app and get exciting rewards. Setup now.,2025-05-05T22:26:03.716Z,1,0,PL
16221,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T16:36:17.792Z,1,0,FD
16222,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T16:36:15.721Z,1,0,LI
16223,🎯 Credit Score Matters!,📲 जानिए आपका स्कोर और कैसे कर सकते हैं सुधार!,2025-04-29T20:18:00.275Z,1,0,PL
16224,Update!,"Your registered email id is successfully updated. For any query, click here.",2025-04-29T15:06:34.552Z,1,0,FD
16225,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:43:31.303Z,1,0,LI
16226,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:43:03.36Z,1,0,PL
16227,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:43:18.72Z,1,0,FD
16228,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:43:29.027Z,1,0,LI
16229,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-05-06T11:15:28.789Z,1,0,PL
16230,Card Update!,You already have an EMI Network Card. Shop at easy EMIs using registered mobile no. Click to view your card.,2025-04-25T18:43:53.911Z,1,0,FD
16231,Card Update!,You already have an EMI Network Card. Shop at easy EMIs using registered mobile no. Click to view your card.,2025-04-25T18:43:53.911Z,1,0,LI
16232,😁Unlock Your Bajaj Prime Advantage!,📲बजाज प्राइम के लाभ अनलॉक करें - बस एक क्लिक में!✨,2025-04-17T09:49:33.948Z,1,0,PL
16233,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-09T14:30:24.974Z,1,0,FD
16234,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-09T14:30:24.799Z,1,0,LI
16235,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-12T17:41:36.509Z,1,0,PL
16236,😁Unlock Your Bajaj Prime Advantage!,📲बजाज प्राइम के लाभ अनलॉक करें - बस एक क्लिक में!✨,2025-04-17T09:55:26.739Z,1,0,FD
16237,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:48:08.615Z,1,0,LI
16238,Update!,"Your registered email id is successfully updated. For any query, click here.",2025-04-18T18:06:54.672Z,1,0,PL
16239,Update!,"Your registered email id is successfully updated. For any query, click here.",2025-04-18T18:06:54.672Z,1,0,FD
16240,🛑Don’t let small issues stop you!,"💬 Tap Help & Support for instant solutions.
🕒 कभी भी, कहीं भी – हम आपकी मदद के लिए तैयार हैं!",2025-04-25T13:11:27.944Z,1,0,LI
16241,🛑Don’t let small issues stop you!,"💬 Tap Help & Support for instant solutions.
🕒 कभी भी, कहीं भी – हम आपकी मदद के लिए तैयार हैं!",2025-04-25T13:11:30.085Z,1,0,PL
16242,🛑Don’t let small issues stop you!,"💬 Tap Help & Support for instant solutions.
🕒 कभी भी, कहीं भी – हम आपकी मदद के लिए तैयार हैं!",2025-04-25T13:11:38.445Z,1,0,FD
16243,😁Unlock Your Bajaj Prime Advantage!,📲बजाज प्राइम के लाभ अनलॉक करें - बस एक क्लिक में!✨,2025-04-17T09:56:56.86Z,1,0,LI
16244,📱 Bills & Recharge – Quick & Easy!,"💡 अब अपने बिल्स और रिचार्ज करें तुरंत, कहीं भी, कभी भी!",2025-04-21T18:59:46.928Z,1,0,PL
16245,📱 Bills & Recharge – Quick & Easy!,"💡 अब अपने बिल्स और रिचार्ज करें तुरंत, कहीं भी, कभी भी!",2025-04-21T18:59:47.545Z,1,0,FD
16246,Update!,"Your registered email id is successfully updated. For any query, click here.",2025-04-18T17:10:00.539Z,1,0,LI
16247,"🔓 Dues Cleared, Unlock Your NDC!",📲 अब अपना No Dues Certificate आसानी से प्राप्त करें!,2025-05-05T13:48:03.561Z,1,0,PL
16248,"🔓 Dues Cleared, Unlock Your NDC!",📲 अब अपना No Dues Certificate आसानी से प्राप्त करें!,2025-05-05T13:48:03.561Z,1,0,FD
16249,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-12T17:39:40.613Z,1,0,LI
16250,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-12T17:39:40.613Z,1,0,PL
16251,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-12T17:39:40.613Z,1,0,FD
16252,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-12T17:39:40.613Z,1,0,LI
16253,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-12T17:39:40.613Z,1,0,PL
16254,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-12T17:39:40.613Z,1,0,FD
16255,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-12T17:39:40.613Z,1,0,LI
16256,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-12T17:39:40.613Z,1,0,PL
16257,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-12T17:39:40.613Z,1,0,FD
16258,⏰ Don't Forget! Your Payment is Past Due,You are yet to make payment for your pending overdues. Late payment/Non-payment will impact your CIBIL score. Click to pay now. *Ignore if paid,2025-05-12T17:39:40.613Z,1,0,LI
16259,Card Update!,Your EMI Network Card is temporarily blocked basis your repayment performance. We shall review for unblocking in the next quarter.,2025-05-04T02:18:39.907Z,1,0,PL
16260,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-05-07T12:22:20.449Z,1,0,FD
16261,UPI Alert!,You have initiated UPI registration on Bajaj Finserv app. Do not share card details/OTP to avoid financial loss. Not you? TAP to report NOW,2025-05-07T12:22:13.45Z,1,0,LI
16262,Card Update!,Your EMI Network Card is temporarily blocked basis your repayment performance. We shall review for unblocking in the next quarter.,2025-05-04T23:09:16.108Z,1,0,PL
16263,🛍️That shopping deal might be a scam.,Use your EMI Card only on trusted websites with secure payment gateways.,2025-04-30T11:04:10.28Z,1,0,FD
16264,Alert! PAN Details Required !,"In line with Reserve Bank of India directive, share your PAN details with our executive to process loan application.",2025-04-19T16:54:39.595Z,1,0,LI
16265,Alert! PAN Details Required !,"In line with Reserve Bank of India directive, share your PAN details with our executive to process loan application.",2025-04-19T16:54:27.395Z,1,0,PL
16266,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-13T10:56:23.044Z,1,0,FD
16267,Welcome!,"You can easily view your product information in just a single click.
Tap to know more about your recent purchased Insurance & VAS related benefits.",2025-04-23T14:56:19.016Z,1,0,LI
16268,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:43:52.929Z,1,0,PL
16269,😁Unlock Your Bajaj Prime Advantage!,📲बजाज प्राइम के लाभ अनलॉक करें - बस एक क्लिक में!✨,2025-04-17T09:55:38.606Z,1,0,FD
16270,😁Unlock Your Bajaj Prime Advantage!,📲बजाज प्राइम के लाभ अनलॉक करें - बस एक क्लिक में!✨,2025-04-17T09:55:38.559Z,1,0,LI
16271,💡 Never miss a bill again!,📱Recharge & pay bills instantly with just a few taps.,2025-05-12T20:27:03.011Z,1,0,PL
16272,Quick Access to Your Loan Details! आपके ऋण विवरण तक त्वरित पहुँच 📊,Your installment was successfully received! Click here to check your SOA.📄आपकी किस्त सफलतापूर्वक प्राप्त हो गई है! अपने SOA को देखने के लिए यहां क्लिक करें।📄,2025-05-04T17:03:21.798Z,1,0,FD
16273,"💰 Effortless Payments, Anytime!",📲 अपनी पेमेंट्स कभी भी और कहीं भी करें!,2025-04-18T17:50:58.122Z,1,0,LI
16274,Skip Waiting at a branch,Advance EMI at your finger tip!,2025-04-25T21:28:04.985Z,1,0,PL
16275,🚨 KYC Scam Alert!,"Update KYC via official apps/websites. Don’t click unknown links.
Your data = Your responsibility.",2025-05-10T19:05:13.399Z,1,0,FD
16276,Late payments= Impact on CIBIL,EMI for the month of <month> is still pending. Pay now and maintain your CIBIL score. *Ignore if paid,2025-04-23T14:26:23.474Z,1,0,LI
16277,Late payments= Impact on CIBIL,EMI for the month of <month> is still pending. Pay now and maintain your CIBIL score. *Ignore if paid,2025-04-23T14:26:23.474Z,1,0,PL
16278,Late payments= Impact on CIBIL,EMI for the month of <month> is still pending. Pay now and maintain your CIBIL score. *Ignore if paid,2025-04-23T14:26:23.474Z,1,0,FD
16279,Late payments= Impact on CIBIL,EMI for the month of <month> is still pending. Pay now and maintain your CIBIL score. *Ignore if paid,2025-04-23T14:26:23.474Z,1,0,LI
16280,Late payments= Impact on CIBIL,EMI for the month of <month> is still pending. Pay now and maintain your CIBIL score. *Ignore if paid,2025-04-23T14:26:23.474Z,1,0,PL
16281,Late payments= Impact on CIBIL,EMI for the month of <month> is still pending. Pay now and maintain your CIBIL score. *Ignore if paid,2025-04-23T14:26:23.474Z,1,0,FD
16282,Late payments= Impact on CIBIL,EMI for the month of <month> is still pending. Pay now and maintain your CIBIL score. *Ignore if paid,2025-04-23T14:26:23.474Z,1,0,LI
16283,Late payments= Impact on CIBIL,EMI for the month of <month> is still pending. Pay now and maintain your CIBIL score. *Ignore if paid,2025-04-23T14:26:23.474Z,1,0,PL
16284,Late payments= Impact on CIBIL,EMI for the month of <month> is still pending. Pay now and maintain your CIBIL score. *Ignore if paid,2025-04-23T14:26:23.474Z,1,0,FD
16285,Late payments= Impact on CIBIL,EMI for the month of <month> is still pending. Pay now and maintain your CIBIL score. *Ignore if paid,2025-04-23T14:26:23.474Z,1,0,LI
16286,Late payments= Impact on CIBIL,EMI for the month of <month> is still pending. Pay now and maintain your CIBIL score. *Ignore if paid,2025-04-23T14:26:23.474Z,1,0,PL
16287,Late payments= Impact on CIBIL,EMI for the month of <month> is still pending. Pay now and maintain your CIBIL score. *Ignore if paid,2025-04-30T18:53:43.686Z,1,0,FD
16288,Late payments= Impact on CIBIL,EMI for the month of <month> is still pending. Pay now and maintain your CIBIL score. *Ignore if paid,2025-04-30T18:53:43.686Z,1,0,LI
16289,Late payments= Impact on CIBIL,EMI for the month of <month> is still pending. Pay now and maintain your CIBIL score. *Ignore if paid,2025-04-30T18:53:43.686Z,1,0,PL
16290,Late payments= Impact on CIBIL,EMI for the month of <month> is still pending. Pay now and maintain your CIBIL score. *Ignore if paid,2025-04-30T18:53:43.686Z,1,0,FD
16291,Late payments= Impact on CIBIL,EMI for the month of <month> is still pending. Pay now and maintain your CIBIL score. *Ignore if paid,2025-04-30T18:53:43.686Z,1,0,LI
16292,Late payments= Impact on CIBIL,EMI for the month of <month> is still pending. Pay now and maintain your CIBIL score. *Ignore if paid,2025-04-30T18:53:43.686Z,1,0,PL
16293,Late payments= Impact on CIBIL,EMI for the month of <month> is still pending. Pay now and maintain your CIBIL score. *Ignore if paid,2025-04-30T18:53:43.686Z,1,0,FD
